id,titulo_original,puesto,empresa,portal,fecha_publicacion,salario_min,salario_max,experiencia_anios,categoria_rol,descripcion,es_simulado,habilidades
152,Frontend Developer,Frontend Developer,Dell Technologies Panamá,LinkedIn,2026-03-04,1300.0,2300.0,2.0,Frontend,"Buscamos un Frontend Developer para nuestro equipo de tecnología en Dell Technologies Panamá, Panamá.",1,"JavaScript,React,Angular,HTML,Vue"
153,Data Analyst,Data Analyst,Encuentra24 PA,Konzerta,2026-01-27,2300.0,3300.0,2.0,Data & Analytics,"En Encuentra24 PA requerimos Data Analyst con experiencia en PostgreSQL, Python, Tableau para liderar nuestra transformación digital.",1,"Excel,SQL,Python,Tableau,PostgreSQL"
154,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,PwC Panamá,Computrabajo,2026-04-05,2800.0,3400.0,7.0,DevOps & Cloud,"En PwC Panamá requerimos Cloud Infrastructure Specialist con experiencia en Kubernetes, Terraform, Azure para liderar nuestra transformación digital.",1,"Azure,Terraform,Kubernetes"
155,Administrador Cloud,Administrador Cloud,Telered,LinkedIn,2026-07-05,2800.0,4400.0,7.0,DevOps & Cloud,"En Telered requerimos Administrador Cloud con experiencia en Docker, Terraform para liderar nuestra transformación digital.",1,"Terraform,Docker"
156,iOS App Developer,iOS App Developer,Banistmo,Computrabajo,2026-05-04,1900.0,2300.0,1.0,Mobile,"En Banistmo requerimos iOS App Developer con experiencia en Kotlin, Swift, JavaScript para liderar nuestra transformación digital.",1,"JavaScript,Kotlin,Swift"
157,Product Owner,Product Owner,Sonda Panamá,Konzerta,2026-04-26,2600.0,4100.0,7.0,Gestión & Agile,Gran oportunidad en Ciudad de Panamá. Sonda Panamá busca Product Owner con al menos 7 años de experiencia.,1,"Excel,Scrum,Agile"
158,UI Developer,UI Developer,GBM Panamá,Konzerta,2026-01-24,1300.0,2800.0,2.0,Frontend,Gran oportunidad en Ciudad de Panamá. GBM Panamá busca UI Developer con al menos 2 años de experiencia.,1,"JavaScript,Git"
159,.NET Consultant,.NET Consultant,Multibank,Konzerta,2026-03-19,1500.0,2200.0,2.0,Backend,"En Multibank requerimos .NET Consultant con experiencia en PostgreSQL, Python, Git para liderar nuestra transformación digital.",1,"SQL,Git,Python,PostgreSQL,C#"
160,BI Engineer,BI Engineer,Copa Airlines,Konzerta,2026-02-13,1700.0,2300.0,1.0,Data & Analytics,Gran oportunidad en Ciudad de Panamá. Copa Airlines busca BI Engineer con al menos 1 años de experiencia.,1,"Excel,Python,Tableau"
161,Administrador de Sistemas,Administrador de Sistemas,Banistmo,Computrabajo,2026-05-31,900.0,1700.0,3.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. Banistmo busca Administrador de Sistemas con al menos 3 años de experiencia.,1,"Excel,Jira,Cisco"
162,Soporte Técnico IT,Soporte Técnico IT,Cable & Wireless,LinkedIn,2026-01-16,900.0,1700.0,2.0,Soporte & IT,"En Cable & Wireless requerimos Soporte Técnico IT con experiencia en Cisco, Windows Server, Linux para liderar nuestra transformación digital.",1,"Linux,Excel,Jira,Windows Server,Cisco"
163,DevOps Engineer,DevOps Engineer,Copa Airlines,Konzerta,2026-03-16,2400.0,3300.0,2.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Copa Airlines busca DevOps Engineer con al menos 2 años de experiencia.,1,"Git,Python,AWS,Terraform"
164,Soporte Técnico IT,Soporte Técnico IT,Telered,LinkedIn,2026-04-13,800.0,1500.0,2.0,Soporte & IT,"Buscamos un Soporte Técnico IT para nuestro equipo de tecnología en Telered, Panamá.",1,"Jira,Windows Server"
165,Ingeniero de Soporte,Ingeniero de Soporte,Autoridad del Canal de Panamá (ACP),Konzerta,2026-05-04,900.0,1300.0,3.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. Autoridad del Canal de Panamá (ACP) busca Ingeniero de Soporte con al menos 3 años de experiencia.,1,"Linux,Excel,Windows Server,Cisco"
166,React Developer,React Developer,Cable & Wireless,Konzerta,2026-04-13,1300.0,1800.0,1.0,Frontend,"En Cable & Wireless requerimos React Developer con experiencia en React, Git, Angular para liderar nuestra transformación digital.",1,"React,Angular,Git,HTML"
167,Ingeniero de Soporte,Ingeniero de Soporte,Banistmo,LinkedIn,2026-06-12,1100.0,1500.0,3.0,Soporte & IT,"Buscamos un Ingeniero de Soporte para nuestro equipo de tecnología en Banistmo, Panamá.",1,"Linux,Jira,Cisco"
168,DevOps Engineer,DevOps Engineer,GBM Panamá,LinkedIn,2026-04-19,2400.0,4200.0,1.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. GBM Panamá busca DevOps Engineer con al menos 1 años de experiencia.,1,"Linux,Azure,AWS,Docker,Kubernetes"
169,Data Analyst,Data Analyst,EY Panamá,Computrabajo,2026-01-14,2200.0,2600.0,2.0,Data & Analytics,"Buscamos un Data Analyst para nuestro equipo de tecnología en EY Panamá, Panamá.",1,"Excel,SQL,Python,PostgreSQL"
170,Java Engineer,Java Engineer,Caja de Seguro Social,LinkedIn,2026-03-13,1800.0,3000.0,3.0,Backend,"En Caja de Seguro Social requerimos Java Engineer con experiencia en Docker, Git, .NET para liderar nuestra transformación digital.",1,"Git,Docker,.NET"
171,DevOps Engineer,DevOps Engineer,EY Panamá,Computrabajo,2026-02-24,2100.0,4400.0,2.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. EY Panamá busca DevOps Engineer con al menos 2 años de experiencia.,1,"Linux,Git,Python,AWS,Docker"
172,Fullstack Engineer,Fullstack Engineer,Autoridad del Canal de Panamá (ACP),Computrabajo,2026-04-23,1800.0,2200.0,2.0,Fullstack,"Buscamos un Fullstack Engineer para nuestro equipo de tecnología en Autoridad del Canal de Panamá (ACP), Panamá.",1,"JavaScript,Node.js,Python,AWS"
173,Java Engineer,Java Engineer,Cable & Wireless,Konzerta,2026-07-08,1500.0,2000.0,3.0,Backend,Gran oportunidad en Ciudad de Panamá. Cable & Wireless busca Java Engineer con al menos 3 años de experiencia.,1,"SQL,Python,Docker,Spring Boot,.NET"
174,Administrador Cloud,Administrador Cloud,Telered,Computrabajo,2026-06-23,2300.0,3500.0,1.0,DevOps & Cloud,"En Telered requerimos Administrador Cloud con experiencia en AWS, Git, Terraform para liderar nuestra transformación digital.",1,"Azure,Git,AWS,Terraform"
175,Java Engineer,Java Engineer,GBM Panamá,Konzerta,2026-07-03,1600.0,2200.0,3.0,Backend,"En GBM Panamá requerimos Java Engineer con experiencia en Git, SQL para liderar nuestra transformación digital.",1,"SQL,Git"
176,Frontend Developer,Frontend Developer,Dell Technologies Panamá,LinkedIn,2026-05-27,1500.0,2500.0,1.0,Frontend,"En Dell Technologies Panamá requerimos Frontend Developer con experiencia en Git, React, Angular para liderar nuestra transformación digital.",1,"React,Angular,TypeScript,Git,CSS"
177,Fullstack Engineer,Fullstack Engineer,PwC Panamá,Computrabajo,2026-04-20,1700.0,3600.0,1.0,Fullstack,Gran oportunidad en Ciudad de Panamá. PwC Panamá busca Fullstack Engineer con al menos 1 años de experiencia.,1,"SQL,Node.js,React,Git,Docker"
178,Backend Developer,Backend Developer,Banistmo,Konzerta,2026-06-23,2100.0,2500.0,2.0,Backend,"En Banistmo requerimos Backend Developer con experiencia en C#, .NET para liderar nuestra transformación digital.",1,"C#,.NET"
179,Python Developer,Python Developer,Sonda Panamá,LinkedIn,2026-06-23,2200.0,2600.0,3.0,Backend,"Buscamos un Python Developer para nuestro equipo de tecnología en Sonda Panamá, Panamá.",1,"Java,Node.js,Docker,PostgreSQL,Spring Boot"
180,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,PwC Panamá,Konzerta,2026-06-09,1800.0,3100.0,3.0,DevOps & Cloud,"En PwC Panamá requerimos Cloud Infrastructure Specialist con experiencia en Python, Git, Docker para liderar nuestra transformación digital.",1,"Git,Python,Terraform,Docker,Kubernetes"
181,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Global Bank,Computrabajo,2026-03-19,2100.0,2700.0,1.0,Fullstack,"En Global Bank requerimos Desarrollador Web Fullstack con experiencia en Docker, JavaScript para liderar nuestra transformación digital.",1,"JavaScript,Docker"
182,DevOps Engineer,DevOps Engineer,Multibank,LinkedIn,2026-03-22,1800.0,3400.0,1.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Multibank busca DevOps Engineer con al menos 1 años de experiencia.,1,"Linux,Azure,Git,Python,Docker"
183,Scrum Master,Scrum Master,KPMG Panamá,Computrabajo,2026-04-02,2300.0,3200.0,2.0,Gestión & Agile,"Buscamos un Scrum Master para nuestro equipo de tecnología en KPMG Panamá, Panamá.",1,"Excel,Scrum,Agile"
184,Soporte Técnico IT,Soporte Técnico IT,Global Bank,LinkedIn,2026-06-17,1000.0,1300.0,2.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. Global Bank busca Soporte Técnico IT con al menos 2 años de experiencia.,1,"Excel,Jira,Windows Server,Cisco"
185,Ingeniero de Soporte,Ingeniero de Soporte,Sonda Panamá,Konzerta,2026-03-06,1100.0,1500.0,1.0,Soporte & IT,"Buscamos un Ingeniero de Soporte para nuestro equipo de tecnología en Sonda Panamá, Panamá.",1,"Excel,Jira"
186,Administrador Cloud,Administrador Cloud,Multibank,Computrabajo,2026-05-30,2500.0,3300.0,3.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Multibank busca Administrador Cloud con al menos 3 años de experiencia.,1,"Linux,Azure,Git"
187,Android Developer,Android Developer,Multibank,Computrabajo,2026-04-30,2000.0,2300.0,2.0,Mobile,Gran oportunidad en Ciudad de Panamá. Multibank busca Android Developer con al menos 2 años de experiencia.,1,"JavaScript,Git,Flutter,React Native,Swift"
188,UI Developer,UI Developer,PwC Panamá,LinkedIn,2026-07-09,1500.0,2600.0,2.0,Frontend,"Buscamos un UI Developer para nuestro equipo de tecnología en PwC Panamá, Panamá.",1,"TypeScript,CSS"
189,Mobile Developer,Mobile Developer,Autoridad del Canal de Panamá (ACP),LinkedIn,2026-06-01,1400.0,2400.0,2.0,Mobile,"En Autoridad del Canal de Panamá (ACP) requerimos Mobile Developer con experiencia en Flutter, React Native, Git para liderar nuestra transformación digital.",1,"JavaScript,Git,Flutter,React Native"
190,DevOps Engineer,DevOps Engineer,Telered,Computrabajo,2026-04-05,2300.0,3800.0,2.0,DevOps & Cloud,"Buscamos un DevOps Engineer para nuestro equipo de tecnología en Telered, Panamá.",1,"Terraform,Docker"
191,Python Developer,Python Developer,Tigo Panamá,Konzerta,2026-02-10,2200.0,2600.0,2.0,Backend,"En Tigo Panamá requerimos Python Developer con experiencia en PostgreSQL, Docker, Git para liderar nuestra transformación digital.",1,"SQL,Git,Docker,PostgreSQL"
192,Soporte Técnico IT,Soporte Técnico IT,Banco General,Konzerta,2026-02-10,800.0,1600.0,1.0,Soporte & IT,"En Banco General requerimos Soporte Técnico IT con experiencia en Windows Server, Linux, Excel para liderar nuestra transformación digital.",1,"Linux,Excel,Windows Server"
193,UI Developer,UI Developer,Global Bank,Computrabajo,2026-06-02,1400.0,2500.0,2.0,Frontend,"Buscamos un UI Developer para nuestro equipo de tecnología en Global Bank, Panamá.",1,"JavaScript,Angular,TypeScript,HTML"
194,Mobile Developer,Mobile Developer,Global Bank,Computrabajo,2026-02-22,1700.0,2600.0,1.0,Mobile,"En Global Bank requerimos Mobile Developer con experiencia en Flutter, Swift para liderar nuestra transformación digital.",1,"Flutter,Swift"
195,Administrador de Sistemas,Administrador de Sistemas,Tigo Panamá,LinkedIn,2026-03-15,900.0,1400.0,2.0,Soporte & IT,"En Tigo Panamá requerimos Administrador de Sistemas con experiencia en Windows Server, Linux para liderar nuestra transformación digital.",1,"Linux,Windows Server"
196,Administrador Cloud,Administrador Cloud,EY Panamá,Computrabajo,2026-01-26,1900.0,4200.0,3.0,DevOps & Cloud,"En EY Panamá requerimos Administrador Cloud con experiencia en AWS, Linux, Git para liderar nuestra transformación digital.",1,"Linux,Git,AWS"
197,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,Sonda Panamá,Computrabajo,2026-03-07,1800.0,2400.0,2.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Sonda Panamá busca Cloud Infrastructure Specialist con al menos 2 años de experiencia.,1,"Linux,Git,Terraform"
198,Analista de Datos,Analista de Datos,KPMG Panamá,LinkedIn,2026-04-11,1600.0,2800.0,2.0,Data & Analytics,"En KPMG Panamá requerimos Analista de Datos con experiencia en PostgreSQL, Power BI, Excel para liderar nuestra transformación digital.",1,"Excel,PostgreSQL,Power BI"
199,Ingeniero de Soporte,Ingeniero de Soporte,Banco General,Computrabajo,2026-02-15,1200.0,1800.0,3.0,Soporte & IT,"En Banco General requerimos Ingeniero de Soporte con experiencia en Linux, Jira, Excel para liderar nuestra transformación digital.",1,"Linux,Excel,Jira"
200,Analista de Datos,Analista de Datos,GBM Panamá,Computrabajo,2026-06-02,2300.0,3100.0,2.0,Data & Analytics,"Buscamos un Analista de Datos para nuestro equipo de tecnología en GBM Panamá, Panamá.",1,"Excel,Python,Spark,Tableau,Power BI"
201,Backend Developer,Backend Developer,Global Bank,Konzerta,2026-04-17,1800.0,2400.0,2.0,Backend,Gran oportunidad en Ciudad de Panamá. Global Bank busca Backend Developer con al menos 2 años de experiencia.,1,"Git,Python"
202,Administrador de Sistemas,Administrador de Sistemas,Autoridad del Canal de Panamá (ACP),Konzerta,2026-04-28,900.0,1400.0,1.0,Soporte & IT,"En Autoridad del Canal de Panamá (ACP) requerimos Administrador de Sistemas con experiencia en Linux, Jira, Excel para liderar nuestra transformación digital.",1,"Linux,Excel,Jira"
203,Fullstack Engineer,Fullstack Engineer,Encuentra24 PA,Konzerta,2026-04-26,2100.0,2700.0,2.0,Fullstack,"Buscamos un Fullstack Engineer para nuestro equipo de tecnología en Encuentra24 PA, Panamá.",1,"JavaScript,React,Git,Docker"
204,Administrador de Sistemas,Administrador de Sistemas,Cable & Wireless,LinkedIn,2026-02-03,900.0,1600.0,2.0,Soporte & IT,"En Cable & Wireless requerimos Administrador de Sistemas con experiencia en Cisco, Windows Server, Linux para liderar nuestra transformación digital.",1,"Linux,Excel,Jira,Windows Server,Cisco"
205,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Dell Technologies Panamá,Konzerta,2026-05-28,2600.0,3000.0,6.0,Fullstack,"Buscamos un Desarrollador Web Fullstack para nuestro equipo de tecnología en Dell Technologies Panamá, Panamá.",1,"JavaScript,Node.js,React,Python,AWS"
206,React Developer,React Developer,Encuentra24 PA,Konzerta,2026-05-24,1300.0,2200.0,2.0,Frontend,"Buscamos un React Developer para nuestro equipo de tecnología en Encuentra24 PA, Panamá.",1,"Angular,TypeScript,HTML,Vue,CSS"
207,Product Owner,Product Owner,Caja de Seguro Social,LinkedIn,2026-03-19,1800.0,2200.0,2.0,Gestión & Agile,Gran oportunidad en Ciudad de Panamá. Caja de Seguro Social busca Product Owner con al menos 2 años de experiencia.,1,"Excel,Scrum,Jira,Agile"
208,React Developer,React Developer,Encuentra24 PA,Konzerta,2026-05-21,1600.0,2200.0,2.0,Frontend,"En Encuentra24 PA requerimos React Developer con experiencia en Vue, HTML, Git para liderar nuestra transformación digital.",1,"Git,HTML,Vue,CSS"
209,Soporte Técnico IT,Soporte Técnico IT,PwC Panamá,LinkedIn,2026-03-26,1100.0,1500.0,2.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. PwC Panamá busca Soporte Técnico IT con al menos 2 años de experiencia.,1,"Jira,Cisco"
210,Data Scientist,Data Scientist,Global Bank,Konzerta,2026-02-02,1900.0,3700.0,1.0,Data & Analytics,"Buscamos un Data Scientist para nuestro equipo de tecnología en Global Bank, Panamá.",1,"SQL,Spark,R,Tableau,PostgreSQL"
211,iOS App Developer,iOS App Developer,KPMG Panamá,Computrabajo,2026-04-03,1500.0,2000.0,1.0,Mobile,Gran oportunidad en Ciudad de Panamá. KPMG Panamá busca iOS App Developer con al menos 1 años de experiencia.,1,"JavaScript,Git,Flutter,Kotlin,React Native"
212,.NET Consultant,.NET Consultant,Dell Technologies Panamá,Konzerta,2026-06-30,1600.0,2800.0,2.0,Backend,"En Dell Technologies Panamá requerimos .NET Consultant con experiencia en PostgreSQL, Docker, C# para liderar nuestra transformación digital.",1,"Java,Docker,PostgreSQL,C#,.NET"
213,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Banco General,Konzerta,2026-04-01,2400.0,3700.0,1.0,Fullstack,Gran oportunidad en Ciudad de Panamá. Banco General busca Desarrollador Web Fullstack con al menos 1 años de experiencia.,1,"JavaScript,React"
214,Frontend Developer,Frontend Developer,Sonda Panamá,Konzerta,2026-02-12,1600.0,2200.0,1.0,Frontend,"Buscamos un Frontend Developer para nuestro equipo de tecnología en Sonda Panamá, Panamá.",1,"React,Git,CSS"
215,Scrum Master,Scrum Master,Global Bank,Computrabajo,2026-03-08,2300.0,2700.0,3.0,Gestión & Agile,"En Global Bank requerimos Scrum Master con experiencia en Scrum, Agile, Excel para liderar nuestra transformación digital.",1,"Excel,Scrum,Agile"
216,Desarrollador Web Fullstack,Desarrollador Web Fullstack,Dell Technologies Panamá,Konzerta,2026-04-05,2100.0,3300.0,1.0,Fullstack,"Buscamos un Desarrollador Web Fullstack para nuestro equipo de tecnología en Dell Technologies Panamá, Panamá.",1,"JavaScript,SQL,React,Python,Docker"
217,Fullstack Engineer,Fullstack Engineer,Telered,LinkedIn,2026-01-24,2000.0,3300.0,2.0,Fullstack,Gran oportunidad en Ciudad de Panamá. Telered busca Fullstack Engineer con al menos 2 años de experiencia.,1,"JavaScript,SQL,Node.js,Git,Docker"
218,Frontend Developer,Frontend Developer,Telered,LinkedIn,2026-04-01,1600.0,2100.0,2.0,Frontend,"En Telered requerimos Frontend Developer con experiencia en Vue, Angular, HTML para liderar nuestra transformación digital.",1,"Angular,HTML,Vue"
219,Ingeniero de Soporte,Ingeniero de Soporte,Global Bank,Konzerta,2026-04-30,1100.0,1600.0,2.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. Global Bank busca Ingeniero de Soporte con al menos 2 años de experiencia.,1,"Linux,Excel,Windows Server,Cisco"
220,DevOps Engineer,DevOps Engineer,Global Bank,Konzerta,2026-06-16,2700.0,3900.0,8.0,DevOps & Cloud,"En Global Bank requerimos DevOps Engineer con experiencia en Kubernetes, Docker, Linux para liderar nuestra transformación digital.",1,"Linux,Docker,Kubernetes"
221,UI Developer,UI Developer,GBM Panamá,Konzerta,2026-03-17,1400.0,2300.0,1.0,Frontend,"Buscamos un UI Developer para nuestro equipo de tecnología en GBM Panamá, Panamá.",1,"JavaScript,TypeScript,Git,Vue"
222,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,GBM Panamá,Computrabajo,2026-02-15,2700.0,3700.0,6.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. GBM Panamá busca Cloud Infrastructure Specialist con al menos 6 años de experiencia.,1,"Azure,Python,AWS,Docker"
223,Soporte Técnico IT,Soporte Técnico IT,Encuentra24 PA,Konzerta,2026-02-23,1200.0,1800.0,3.0,Soporte & IT,"Buscamos un Soporte Técnico IT para nuestro equipo de tecnología en Encuentra24 PA, Panamá.",1,"Linux,Excel,Jira,Windows Server,Cisco"
224,DevOps Engineer,DevOps Engineer,Dell Technologies Panamá,Konzerta,2026-05-11,2500.0,3600.0,1.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Dell Technologies Panamá busca DevOps Engineer con al menos 1 años de experiencia.,1,"Azure,AWS,Docker"
225,Python Developer,Python Developer,Sonda Panamá,Computrabajo,2026-05-01,1600.0,2100.0,1.0,Backend,"Buscamos un Python Developer para nuestro equipo de tecnología en Sonda Panamá, Panamá.",1,"Java,Node.js"
226,Data Analyst,Data Analyst,Global Bank,Computrabajo,2026-03-08,1600.0,3000.0,2.0,Data & Analytics,"En Global Bank requerimos Data Analyst con experiencia en Tableau, Spark, R para liderar nuestra transformación digital.",1,"SQL,Spark,R,Tableau"
227,Fullstack Engineer,Fullstack Engineer,PwC Panamá,Computrabajo,2026-03-08,1700.0,4000.0,1.0,Fullstack,"En PwC Panamá requerimos Fullstack Engineer con experiencia en React, Node.js para liderar nuestra transformación digital.",1,"Node.js,React"
228,Scrum Master,Scrum Master,Multibank,Computrabajo,2026-05-05,2200.0,4100.0,1.0,Gestión & Agile,Gran oportunidad en Ciudad de Panamá. Multibank busca Scrum Master con al menos 1 años de experiencia.,1,"Excel,Scrum,Jira,Agile"
229,Analista de Datos,Analista de Datos,Encuentra24 PA,LinkedIn,2026-04-13,2300.0,3800.0,1.0,Data & Analytics,Gran oportunidad en Ciudad de Panamá. Encuentra24 PA busca Analista de Datos con al menos 1 años de experiencia.,1,"R,Tableau,Power BI"
230,Fullstack Engineer,Fullstack Engineer,Telered,LinkedIn,2026-01-18,2500.0,3500.0,1.0,Fullstack,"En Telered requerimos Fullstack Engineer con experiencia en AWS, Git, Docker para liderar nuestra transformación digital.",1,"SQL,Node.js,Git,AWS,Docker"
231,Fullstack Engineer,Fullstack Engineer,Telered,LinkedIn,2026-07-12,2000.0,2600.0,2.0,Fullstack,"En Telered requerimos Fullstack Engineer con experiencia en AWS, React para liderar nuestra transformación digital.",1,"React,AWS"
232,Scrum Master,Scrum Master,Banco General,Computrabajo,2026-02-20,2300.0,4100.0,2.0,Gestión & Agile,Gran oportunidad en Ciudad de Panamá. Banco General busca Scrum Master con al menos 2 años de experiencia.,1,"Excel,Scrum"
233,.NET Consultant,.NET Consultant,GBM Panamá,Konzerta,2026-04-06,1500.0,3000.0,3.0,Backend,Gran oportunidad en Ciudad de Panamá. GBM Panamá busca .NET Consultant con al menos 3 años de experiencia.,1,"Node.js,Git,Python,C#"
234,Frontend Developer,Frontend Developer,PwC Panamá,Konzerta,2026-03-05,1200.0,1800.0,1.0,Frontend,Gran oportunidad en Ciudad de Panamá. PwC Panamá busca Frontend Developer con al menos 1 años de experiencia.,1,"React,Angular,TypeScript,HTML,Vue"
235,BI Engineer,BI Engineer,Autoridad del Canal de Panamá (ACP),Computrabajo,2026-04-17,2000.0,3400.0,3.0,Data & Analytics,"Buscamos un BI Engineer para nuestro equipo de tecnología en Autoridad del Canal de Panamá (ACP), Panamá.",1,"SQL,Python,R,Tableau,PostgreSQL"
236,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,PwC Panamá,Computrabajo,2026-04-22,2000.0,2800.0,3.0,DevOps & Cloud,"En PwC Panamá requerimos Cloud Infrastructure Specialist con experiencia en AWS, Python, Git para liderar nuestra transformación digital.",1,"Git,Python,AWS,Terraform"
237,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,KPMG Panamá,Konzerta,2026-02-24,1800.0,3300.0,1.0,DevOps & Cloud,"En KPMG Panamá requerimos Cloud Infrastructure Specialist con experiencia en Linux, Python para liderar nuestra transformación digital.",1,"Linux,Python"
238,Administrador de Sistemas,Administrador de Sistemas,PwC Panamá,Konzerta,2026-05-26,900.0,1400.0,3.0,Soporte & IT,"Buscamos un Administrador de Sistemas para nuestro equipo de tecnología en PwC Panamá, Panamá.",1,"Linux,Excel,Jira,Windows Server"
239,iOS App Developer,iOS App Developer,Banco General,Computrabajo,2026-02-05,1800.0,2700.0,2.0,Mobile,"Buscamos un iOS App Developer para nuestro equipo de tecnología en Banco General, Panamá.",1,"JavaScript,React Native"
240,IT Project Manager,IT Project Manager,GBM Panamá,Konzerta,2026-02-26,2100.0,4000.0,3.0,Gestión & Agile,"Buscamos un IT Project Manager para nuestro equipo de tecnología en GBM Panamá, Panamá.",1,"Scrum,Jira"
241,Soporte Técnico IT,Soporte Técnico IT,PwC Panamá,LinkedIn,2026-05-17,1200.0,1600.0,2.0,Soporte & IT,"Buscamos un Soporte Técnico IT para nuestro equipo de tecnología en PwC Panamá, Panamá.",1,"Linux,Excel,Jira,Windows Server,Cisco"
242,iOS App Developer,iOS App Developer,Sonda Panamá,LinkedIn,2026-01-27,1600.0,2100.0,3.0,Mobile,Gran oportunidad en Ciudad de Panamá. Sonda Panamá busca iOS App Developer con al menos 3 años de experiencia.,1,"JavaScript,Git,Flutter,Swift"
243,Python Developer,Python Developer,KPMG Panamá,Computrabajo,2026-04-20,1500.0,1900.0,2.0,Backend,Gran oportunidad en Ciudad de Panamá. KPMG Panamá busca Python Developer con al menos 2 años de experiencia.,1,"Node.js,Python,Docker,PostgreSQL"
244,Fullstack Engineer,Fullstack Engineer,Sonda Panamá,Konzerta,2026-05-30,1900.0,3700.0,2.0,Fullstack,"En Sonda Panamá requerimos Fullstack Engineer con experiencia en AWS, Docker, Python para liderar nuestra transformación digital.",1,"React,Python,AWS,Docker"
245,Backend Developer,Backend Developer,Copa Airlines,LinkedIn,2026-06-13,2000.0,2700.0,1.0,Backend,"En Copa Airlines requerimos Backend Developer con experiencia en PostgreSQL, C#, .NET para liderar nuestra transformación digital.",1,"PostgreSQL,C#,.NET"
246,Soporte Técnico IT,Soporte Técnico IT,Banco General,Computrabajo,2026-05-26,1100.0,1600.0,3.0,Soporte & IT,"Buscamos un Soporte Técnico IT para nuestro equipo de tecnología en Banco General, Panamá.",1,"Linux,Excel,Jira,Windows Server,Cisco"
247,DevOps Engineer,DevOps Engineer,Sonda Panamá,Computrabajo,2026-04-13,2200.0,2900.0,2.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. Sonda Panamá busca DevOps Engineer con al menos 2 años de experiencia.,1,"AWS,Kubernetes"
248,React Developer,React Developer,Dell Technologies Panamá,Konzerta,2026-04-22,1700.0,2100.0,1.0,Frontend,"En Dell Technologies Panamá requerimos React Developer con experiencia en Git, React, CSS para liderar nuestra transformación digital.",1,"JavaScript,React,Git,CSS"
249,Product Owner,Product Owner,Sonda Panamá,Computrabajo,2026-06-01,2400.0,3600.0,1.0,Gestión & Agile,"Buscamos un Product Owner para nuestro equipo de tecnología en Sonda Panamá, Panamá.",1,"Scrum,Jira,Agile"
250,Scrum Master,Scrum Master,EY Panamá,Konzerta,2026-07-11,2700.0,4000.0,6.0,Gestión & Agile,"En EY Panamá requerimos Scrum Master con experiencia en Scrum, Excel para liderar nuestra transformación digital.",1,"Excel,Scrum"
251,Scrum Master,Scrum Master,Global Bank,Konzerta,2026-01-14,2600.0,3000.0,8.0,Gestión & Agile,"Buscamos un Scrum Master para nuestro equipo de tecnología en Global Bank, Panamá.",1,"Scrum,Jira,Agile"
252,Administrador Cloud,Administrador Cloud,EY Panamá,LinkedIn,2026-04-02,2500.0,2800.0,3.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. EY Panamá busca Administrador Cloud con al menos 3 años de experiencia.,1,"Git,Python,Kubernetes"
253,Data Analyst,Data Analyst,Autoridad del Canal de Panamá (ACP),LinkedIn,2026-01-22,2100.0,2700.0,3.0,Data & Analytics,"En Autoridad del Canal de Panamá (ACP) requerimos Data Analyst con experiencia en PostgreSQL, Power BI, Tableau para liderar nuestra transformación digital.",1,"Excel,R,Tableau,PostgreSQL,Power BI"
254,React Developer,React Developer,KPMG Panamá,LinkedIn,2026-05-04,1600.0,2700.0,2.0,Frontend,Gran oportunidad en Ciudad de Panamá. KPMG Panamá busca React Developer con al menos 2 años de experiencia.,1,"JavaScript,Git"
255,Soporte Técnico IT,Soporte Técnico IT,Dell Technologies Panamá,Computrabajo,2026-07-12,900.0,1700.0,2.0,Soporte & IT,Gran oportunidad en Ciudad de Panamá. Dell Technologies Panamá busca Soporte Técnico IT con al menos 2 años de experiencia.,1,"Linux,Excel,Jira,Windows Server,Cisco"
256,Cloud Infrastructure Specialist,Cloud Infrastructure Specialist,GBM Panamá,LinkedIn,2026-06-07,2300.0,4200.0,2.0,DevOps & Cloud,Gran oportunidad en Ciudad de Panamá. GBM Panamá busca Cloud Infrastructure Specialist con al menos 2 años de experiencia.,1,"Python,Docker,Kubernetes"
